Stage,Date,Year,Month,Day,Distance,Origin,Destination,Type,Winner,Winner_Country
6,1958-07-01,1958,7,1,223.0,Caen,Saint-Brieuc,Plain stage,Martin van Geneugden,BEL
7,1958-07-02,1958,7,2,170.0,Saint-Brieuc,Brest,Plain stage,Brian Robinson,GBR
8,1958-07-03,1958,7,3,46.0,Châteaulin,Châteaulin,Individual time trial,Charly Gaul,LUX
9,1958-07-04,1958,7,4,206.0,Quimper,Saint-Nazaire,Plain stage,André Darrigade,FRA
10,1958-07-05,1958,7,5,255.0,Saint-Nazaire,Royan,Plain stage,Pierino Baffi,ITA
11,1958-07-06,1958,7,6,137.0,Royan,Bordeaux,Plain stage,Arrigo Padovan,ITA
12,1958-07-07,1958,7,7,161.0,Bordeaux,Dax,Plain stage,Martin van Geneugden,BEL
13,1958-07-08,1958,7,8,230.0,Dax,Pau,Stage with mountain(s),Louis Bergaud,FRA
14,1958-07-09,1958,7,9,129.0,Pau,Luchon,Stage with mountain(s),Federico Bahamontes,ESP
15,1958-07-10,1958,7,10,176.0,Luchon,Toulouse,Stage with mountain(s),André Darrigade,FRA
16,1958-07-11,1958,7,11,187.0,Toulouse,Béziers,Plain stage,Pierino Baffi,ITA
17,1958-07-12,1958,7,12,189.0,Béziers,Nîmes,Plain stage,André Darrigade,FRA
18,1958-07-13,1958,7,13,21.0,Bédoin,Mont-Ventoux,Mountain time trial,Charly Gaul,LUX
19,1958-07-14,1958,7,14,178.0,Carpentras,Gap,Stage with mountain(s),Gastone Nencini,ITA
20,1958-07-15,1958,7,15,165.0,Gap,Briançon,Stage with mountain(s),Federico Bahamontes,ESP
21,1958-07-16,1958,7,16,219.0,Briançon,Aix-les-Bains,Stage with mountain(s),Charly Gaul,LUX
22,1958-07-17,1958,7,17,237.0,Aix-les-Bains,Besançon,Stage with mountain(s),André Darrigade,FRA
23,1958-07-18,1958,7,18,74.0,Besançon,Dijon,Individual time trial,Charly Gaul,LUX
24,1958-07-19,1958,7,19,320.0,Dijon,Paris,Plain stage,Pierino Baffi,ITA
1,1957-06-27,1957,6,27,204.0,Nantes,Granville,Plain stage,André Darrigade,FRA
2,1957-06-28,1957,6,28,226.0,Granville,Caen,Plain stage,René Privat,FRA
3a,1957-06-29,1957,6,29,15.0,"Circuit de la Prairie, Caen","Circuit de la Prairie, Caen",Team time trial,France,
3b,1957-06-29,1957,6,29,134.0,Caen,Rouen,Plain stage,Jacques Anquetil,FRA
4,1957-06-30,1957,6,30,232.0,Rouen,Roubaix,Plain stage,Marcel Janssens,BEL
5,1957-07-01,1957,7,1,170.0,Roubaix,Charleroi,Plain stage,Gilbert Bauvin,FRA
6,1957-07-02,1957,7,2,248.0,Charleroi,Metz,Plain stage,André Trochut,FRA
7,1957-07-03,1957,7,3,223.0,Metz,Colmar,Stage with mountain(s),Roger Hassenforder,FRA
8,1957-07-04,1957,7,4,192.0,Colmar,Besançon,Plain stage,Pierino Baffi,ITA
9,1957-07-05,1957,7,5,188.0,Besançon,Thonon-les-Bains,Plain stage,Jacques Anquetil,FRA
10,1957-07-07,1957,7,7,247.0,Thonon-les-Bains,Briançon,Stage with mountain(s),Gastone Nencini,ITA
11,1957-07-08,1957,7,8,286.0,Briançon,Cannes,Stage with mountain(s),René Privat,FRA
12,1957-07-09,1957,7,9,239.0,Cannes,Marseille,Stage with mountain(s),Jean Stablinski,FRA
13,1957-07-10,1957,7,10,160.0,Marseille,Alès,Plain stage,Nino Defilippis,ITA
14,1957-07-11,1957,7,11,246.0,Alès,Perpignan,Plain stage,Roger Hassenforder,FRA
15a,1957-07-12,1957,7,12,197.0,Perpignan,Barcelona,Plain stage,René Privat,FRA
15b,1957-07-12,1957,7,12,9.8,Montjuïc circuit,Montjuïc circuit,Individual time trial,Jacques Anquetil,FRA
16,1957-07-14,1957,7,14,220.0,Barcelona ,Ax-les-Thermes,Stage with mountain(s),Jean Bourlès,FRA
17,1957-07-15,1957,7,15,236.0,Ax-les-Thermes,Saint-Gaudens,Stage with mountain(s),Nino Defilippis,ITA
18,1957-07-16,1957,7,16,207.0,Saint-Gaudens,Pau,Stage with mountain(s),Gastone Nencini,ITA
19,1957-07-17,1957,7,17,194.0,Pau,Bordeaux,Plain stage,Pierino Baffi,ITA
20,1957-07-18,1957,7,18,66.0,Bordeaux,Libourne,Individual time trial,Jacques Anquetil,FRA
21,1957-07-19,1957,7,19,317.0,Libourne,Tours,Plain stage,André Darrigade,FRA
22,1957-07-20,1957,7,20,227.0,Tours,Paris,Plain stage,André Darrigade,FRA
1,1956-07-05,1956,7,5,223.0,Reims,Liège,Plain stage,André Darrigade,FRA
2,1956-07-06,1956,7,6,217.0,Liège,Lille,Plain stage,Fred De Bruyne,BEL
3,1956-07-07,1956,7,7,225.0,Lille,Rouen,Plain stage,Arigo Padovan,ITA
4a,1956-07-08,1956,7,8,15.1,Circuit de Rouen-Les-Essarts,Circuit de Rouen-Les-Essarts,Individual time trial,Charly Gaul,LUX
4b,1956-07-08,1956,7,8,125.0,Rouen,Caen,Plain stage,Roger Hassenforder,FRA
5,1956-07-09,1956,7,9,189.0,Caen,Saint-Malo,Plain stage,Joseph Morvan,FRA
6,1956-07-10,1956,7,10,192.0,Saint-Malo,Lorient,Plain stage,Fred De Bruyne,BEL
7,1956-07-11,1956,7,11,244.0,Lorient,Angers,Plain stage,Alessandro Fantini,ITA
8,1956-07-12,1956,7,12,180.0,Angers,La Rochelle,Plain stage,Miguel Poblet,ESP
9,1956-07-13,1956,7,13,219.0,La Rochelle,Bordeaux,Plain stage,Roger Hassenforder,FRA
10,1956-07-15,1956,7,15,201.0,Bordeaux,Bayonne,Plain stage,Fred De Bruyne,BEL
11,1956-07-16,1956,7,16,255.0,Bayonne,Pau,Stage with mountain(s),Nino Defilippis,ITA
12,1956-07-17,1956,7,17,130.0,Pau,Luchon,Stage with mountain(s),Jean-Pierre Schmitz,LUX
13,1956-07-18,1956,7,18,176.0,Luchon,Toulouse,Stage with mountain(s),Nino Defilippis,ITA
14,1956-07-19,1956,7,19,231.0,Toulouse,Montpellier,Plain stage,Roger Hassenforder,FRA
15,1956-07-20,1956,7,20,204.0,Montpellier,Aix-en-Provence,Plain stage,Joseph Thomin,FRA
16,1956-07-22,1956,7,22,203.0,Aix-en-Provence,Gap,Stage with mountain(s),Jean Forestier,FRA
17,1956-07-23,1956,7,23,234.0,Gap,Turin,Stage with mountain(s),Nino Defilippis,ITA
18,1956-07-24,1956,7,24,250.0,Turin,Grenoble,Stage with mountain(s),Charly Gaul,LUX
19,1956-07-25,1956,7,25,173.0,Grenoble,Saint-Étienne,Stage with mountain(s),Stan Ockers,BEL
20,1956-07-26,1956,7,26,73.0,Saint-Étienne,Lyon,Individual time trial,Miguel Bover,ESP
21,1956-07-27,1956,7,27,237.0,Lyon,Montluçon,Stage with mountain(s),Roger Hassenforder,FRA
22,1956-07-28,1956,7,28,331.0,Montluçon,Paris,Plain stage,Gastone Nencini,ITA
1a,1955-07-07,1955,7,7,102.0,Le Havre,Dieppe,Plain stage,Miguel Poblet,ESP
1b,1955-07-07,1955,7,7,12.5,Dieppe,Dieppe,Team time trial,Netherlands,
2,1955-07-08,1955,7,8,204.0,Dieppe,Roubaix,Plain stage,Antonin Rolland,FRA
3,1955-07-09,1955,7,9,210.0,Roubaix,Namur,Plain stage,Louison Bobet,FRA
4,1955-07-10,1955,7,10,225.0,Namur,Metz,Plain stage,Willy Kemp,LUX
5,1955-07-11,1955,7,11,229.0,Metz,Colmar,Plain stage,Roger Hassenforder,FRA
6,1955-07-12,1955,7,12,195.0,Colmar,Zürich,Plain stage,André Darrigade,FRA
7,1955-07-13,1955,7,13,267.0,Zürich,Thonon-les-Bains,Plain stage,Jos Hinsen,NED
8,1955-07-14,1955,7,14,253.0,Thonon-les-Bains,Briançon,Stage with mountain(s),Charly Gaul,LUX
9,1955-07-15,1955,7,15,275.0,Briançon,Monaco,Stage with mountain(s),Raphaël Géminiani,FRA
10,1955-07-16,1955,7,16,240.0,Monaco,Marseille,Plain stage,Lucien Lazaridès,FRA
11,1955-07-18,1955,7,18,198.0,Marseille,Avignon,Stage with mountain(s),Louison Bobet,FRA
12,1955-07-19,1955,7,19,240.0,Avignon,Millau,Stage with mountain(s),Alessandro Fantini,ITA
13,1955-07-20,1955,7,20,205.0,Millau,Albi,Plain stage,Daan de Groot,NED
14,1955-07-21,1955,7,21,156.0,Albi,Narbonne,Stage with mountain(s),Louis Caput,FRA
15,1955-07-22,1955,7,22,151.0,Narbonne,Ax-les-Thermes,Plain stage,Luciano Pezzi,ITA
16,1955-07-24,1955,7,24,123.0,Ax-les-Thermes,Toulouse,Plain stage,Rik Van Steenbergen,BEL
17,1955-07-25,1955,7,25,250.0,Toulouse,Saint-Gaudens,Stage with mountain(s),Charly Gaul,LUX
18,1955-07-26,1955,7,26,205.0,Saint-Gaudens,Pau,Stage with mountain(s),Jean Brankart,BEL
19,1955-07-27,1955,7,27,195.0,Pau,Bordeaux,Plain stage,Wout Wagtmans,NED
20,1955-07-28,1955,7,28,243.0,Bordeaux,Poitiers,Plain stage,Jean Forestier,FRA
21,1955-07-29,1955,7,29,68.6,Châtellerault,Tours,Individual time trial,Jean Brankart,BEL
22,1955-07-30,1955,7,30,229.0,Tours,Paris,Plain stage,Miguel Poblet,ESP
1,1954-07-08,1954,7,8,216.0,Amsterdam,Brasschaat,Plain stage,Wout Wagtmans,NED
2,1954-07-09,1954,7,9,255.0,Beveren,Lille,Plain stage,Louison Bobet,FRA
3,1954-07-10,1954,7,10,219.0,Lille,Rouen,Plain stage,Marcel Dussault,FRA
4a,1954-07-11,1954,7,11,10.4,Rouen,Circuit des Essarts,Team time trial,Switzerland,
4b,1954-07-11,1954,7,11,131.0,Rouen,Caen,Plain stage,Wim van Est,NED
5,1954-07-12,1954,7,12,224.0,Caen,Saint-Brieuc,Plain stage,Ferdinand Kübler,SUI
6,1954-07-13,1954,7,13,179.0,Saint-Brieuc,Brest,Plain stage,Dominique Forlini,FRA
7,1954-07-14,1954,7,14,211.0,Brest,Vannes,Plain stage,Jacques Vivier,FRA
8,1954-07-15,1954,7,15,190.0,Vannes,Angers,Plain stage,Fred De Bruyne,BEL
9,1954-07-16,1954,7,16,343.0,Angers,Bordeaux,Plain stage,Henk Faanhof,NED
10,1954-07-18,1954,7,18,202.0,Bordeaux,Bayonne,Plain stage,Gilbert Bauvin,FRA
11,1954-07-19,1954,7,19,241.0,Bayonne,Pau,Stage with mountain(s),Stan Ockers,BEL
12,1954-07-20,1954,7,20,161.0,Pau,Luchon,Stage with mountain(s),Gilbert Bauvin,FRA
13,1954-07-21,1954,7,21,203.0,Luchon,Toulouse,Plain stage,Fred De Bruyne,BEL
14,1954-07-22,1954,7,22,225.0,Toulouse,Millau,Stage with mountain(s),Ferdinand Kübler,SUI
15,1954-07-23,1954,7,23,197.0,Millau,Le Puy,Stage with mountain(s),Dominique Forlini,FRA
16,1954-07-24,1954,7,24,194.0,Le Puy,Lyon,Stage with mountain(s),Jean Forestier,FRA
17,1954-07-26,1954,7,26,182.0,Lyon,Grenoble,Stage with mountain(s),Lucien Lazaridès,FRA
18,1954-07-27,1954,7,27,216.0,Grenoble,Briançon,Stage with mountain(s),Louison Bobet,FRA
19,1954-07-28,1954,7,28,221.0,Briançon,Aix-les-Bains,Stage with mountain(s),Jean Dotto,FRA
20,1954-07-29,1954,7,29,243.0,Aix les Bains,Besançon,Stage with mountain(s),Lucien Teisseire,FRA
21a,1954-07-30,1954,7,30,134.0,Besançon,Épinal,Plain stage,François Mahé,FRA
21b,1954-07-30,1954,7,30,72.0,Epinal,Nancy,Individual time trial,Louison Bobet,FRA
22,1954-07-31,1954,7,31,216.0,Nancy,Troyes,Plain stage,Fred De Bruyne,BEL
23,1954-08-01,1954,8,1,180.0,Troyes,Paris,Plain stage,Robert Varnajo,FRA
1,1953-07-03,1953,7,3,195.0,Strasbourg,Metz,Plain stage,Fritz Schär,SUI
2,1953-07-04,1953,7,4,227.0,Metz,Liège,Plain stage,Fritz Schär,SUI
3,1953-07-05,1953,7,5,221.0,Liège,Lille,Plain stage,Stanislas Bober,FRA
4,1953-07-06,1953,7,6,188.0,Lille,Dieppe,Plain stage,Gerrit Voorting,NED
5,1953-07-07,1953,7,7,200.0,Dieppe,Caen,Plain stage,Jean Malléjac,FRA
6,1953-07-08,1953,7,8,206.0,Caen,Le Mans,Plain stage,Martin Van Geneugden,BEL
7,1953-07-09,1953,7,9,181.0,Le Mans,Nantes,Plain stage,Livio Isotti,ITA
8,1953-07-10,1953,7,10,345.0,Nantes,Bordeaux,Plain stage,Jan Nolten,NED
9,1953-07-12,1953,7,12,197.0,Bordeaux,Pau,Plain stage,Fiorenzo Magni,ITA
10,1953-07-13,1953,7,13,103.0,Pau,Cauterets,Stage with mountain(s),Jesús Loroño,ESP
11,1953-07-14,1953,7,14,115.0,Cauterets,Luchon,Stage with mountain(s),Jean Robic,FRA
12,1953-07-15,1953,7,15,228.0,Luchon,Albi,Plain stage,André Darrigade,FRA
13,1953-07-16,1953,7,16,189.0,Albi,Béziers,Stage with mountain(s),Nello Lauredi,FRA
14,1953-07-17,1953,7,17,214.0,Béziers,Nîmes,Stage with mountain(s),Bernard Quennehen,FRA
15,1953-07-18,1953,7,18,173.0,Nîmes,Marseille,Plain stage,Maurice Quentin,FRA
16,1953-07-19,1953,7,19,236.0,Marseille,Monaco,Stage with mountain(s),Wim van Est,NED
17,1953-07-21,1953,7,21,261.0,Monaco,Gap,Stage with mountain(s),Wout Wagtmans,NED
18,1953-07-22,1953,7,22,165.0,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA
19,1953-07-23,1953,7,23,227.0,Briançon,Lyon,Stage with mountain(s),Georges Meunier,FRA
20,1953-07-24,1953,7,24,70.0,Lyon,St. Etienne,Individual time trial,Louison Bobet,FRA
21,1953-07-25,1953,7,25,210.0,St. Etienne,Montluçon,Plain stage,Wout Wagtmans,NED
22,1953-07-26,1953,7,26,328.0,Montluçon,Paris,Plain stage,Fiorenzo Magni,ITA
1,1952-06-25,1952,6,25,246.0,Brest,Rennes,Plain stage,Rik Van Steenbergen,BEL
2,1952-06-26,1952,6,26,181.0,Rennes,Le Mans,Plain stage,André Rosseel,BEL
3,1952-06-27,1952,6,27,189.0,Le Mans,Rouen,Plain stage,Nello Lauredi,FRA
4,1952-06-28,1952,6,28,232.0,Rouen,Roubaix,Plain stage,Pierre Molinéris,FRA
5,1952-06-29,1952,6,29,197.0,Roubaix,Namur,Plain stage,Jean Diederich,LUX
6,1952-06-30,1952,6,30,228.0,Namur,Metz,Plain stage,Fiorenzo Magni,ITA
7,1952-07-01,1952,7,1,60.0,Metz,Nancy,Individual time trial,Fausto Coppi,ITA
8,1952-07-02,1952,7,2,252.0,Nancy,Mulhouse,Stage with mountain(s),Raphaël Géminiani,FRA
9,1952-07-03,1952,7,3,238.0,Mulhouse,Lausanne,Stage with mountain(s),Walter Diggelmann,SUI
10,1952-07-04,1952,7,4,266.0,Lausanne,Alpe d'Huez,Stage with mountain(s),Fausto Coppi,ITA
11,1952-07-06,1952,7,6,182.0,Le Bourg-d'Oisans,Sestriere,Stage with mountain(s),Fausto Coppi,ITA
12,1952-07-07,1952,7,7,251.0,Sestriere,Monaco,Stage with mountain(s),Jan Nolten,NED
13,1952-07-08,1952,7,8,214.0,Monaco,Aix-en-Provence,Plain stage,Raoul Rémy,FRA
14,1952-07-09,1952,7,9,178.0,Aix-en-Provence,Avignon,Stage with mountain(s),Jean Robic,FRA
15,1952-07-10,1952,7,10,275.0,Avignon,Perpignan,Plain stage,Georges Decaux,FRA
16,1952-07-11,1952,7,11,200.0,Perpignan,Toulouse,Plain stage,André Rosseel,BEL
17,1952-07-13,1952,7,13,204.0,Toulouse,Bagnères-de-Bigorre,Stage with mountain(s),Raphaël Géminiani,FRA
18,1952-07-14,1952,7,14,149.0,Bagnères-de-Bigorre,Pau,Stage with mountain(s),Fausto Coppi,ITA
19,1952-07-15,1952,7,15,195.0,Pau,Bordeaux,Plain stage,Hans Dekkers,NED
20,1952-07-16,1952,7,16,228.0,Bordeaux,Limoges,Plain stage,Jacques Vivier,FRA
21,1952-07-17,1952,7,17,245.0,Limoges,Puy de Dôme,Stage with mountain(s),Fausto Coppi,ITA
22,1952-07-18,1952,7,18,63.0,Clermont-Ferrand,Vichy,Individual time trial,Fiorenzo Magni,ITA
23,1952-07-19,1952,7,19,354.0,Vichy,Paris,Plain stage,Antonin Rolland,FRA
1,1951-07-04,1951,7,4,185.0,Metz,Reims,Plain stage,Giovanni Rossi,SUI
2,1951-07-05,1951,7,5,228.0,Reims,Ghent,Plain stage,Jean Diederich,LUX
3,1951-07-06,1951,7,6,219.0,Ghent,Le Tréport,Plain stage,Georges Meunier,FRA
4,1951-07-07,1951,7,7,188.0,Le Tréport,Paris,Plain stage,Roger Lévêque,FRA
5,1951-07-08,1951,7,8,215.0,Paris,Caen,Plain stage,Serafino Biagioni,ITA
6,1951-07-09,1951,7,9,182.0,Caen,Rennes,Plain stage,Édouard Muller,FRA
7,1951-07-10,1951,7,10,85.0,La Guerche-de-Bretagne,Angers,Individual time trial,Hugo Koblet,SUI
8,1951-07-11,1951,7,11,241.0,Angers,Limoges,Plain stage,André Rosseel,BEL
9,1951-07-13,1951,7,13,236.0,Limoges,Clermont-Ferrand,Stage with mountain(s),Raphaël Géminiani,FRA
10,1951-07-14,1951,7,14,216.0,Clermont-Ferrand,Brive,Stage with mountain(s),Bernardo Ruiz,ESP
11,1951-07-15,1951,7,15,177.0,Brive,Agen,Plain stage,Hugo Koblet,SUI
12,1951-07-16,1951,7,16,185.0,Agen,Dax,Plain stage,Wim van Est,NED
13,1951-07-17,1951,7,17,201.0,Dax,Tarbes,Stage with mountain(s),Serafino Biagioni,ITA
14,1951-07-18,1951,7,18,142.0,Tarbes,Luchon,Stage with mountain(s),Hugo Koblet,SUI
15,1951-07-19,1951,7,19,213.0,Luchon,Carcassonne,Stage with mountain(s),André Rosseel,BEL
16,1951-07-20,1951,7,20,192.0,Carcassonne,Montpellier,Plain stage,Hugo Koblet,SUI
17,1951-07-22,1951,7,22,224.0,Montpellier,Avignon,Stage with mountain(s),Louison Bobet,FRA
18,1951-07-23,1951,7,23,173.0,Avignon,Marseille,Plain stage,Fiorenzo Magni,ITA
19,1951-07-24,1951,7,24,208.0,Marseille,Gap,Stage with mountain(s),Armand Baeyens,BEL
20,1951-07-25,1951,7,25,165.0,Gap,Briançon,Stage with mountain(s),Fausto Coppi,ITA
21,1951-07-26,1951,7,26,201.0,Briançon,Aix-les-Bains,Stage with mountain(s),Bernardo Ruiz,ESP
22,1951-07-27,1951,7,27,97.0,Aix-les-Bains,Geneva,Individual time trial,Hugo Koblet,SUI
23,1951-07-28,1951,7,28,197.0,Geneva,Dijon,Stage with mountain(s),Germain Derijcke,BEL
24,1951-07-29,1951,7,29,322.0,Dijon,Paris,Plain stage,Adolphe Deledda,FRA
1,1950-07-13,1950,7,13,307.0,Paris,Metz,Plain stage,Jean Goldschmit,LUX
2,1950-07-14,1950,7,14,241.0,Metz,Liège,Plain stage,Adolfo Leoni,ITA
3,1950-07-15,1950,7,15,232.5,Liège,Lille,Plain stage,Alfredo Pasotti,ITA
4,1950-07-16,1950,7,16,231.0,Lille,Rouen,Plain stage,Stan Ockers,BEL
5,1950-07-17,1950,7,17,316.0,Rouen,Dinard,Plain stage,Giovanni Corrieri,ITA
6,1950-07-19,1950,7,19,78.0,Dinard,St. Brieuc,Individual time trial,Ferdinand Kübler,SUI
7,1950-07-20,1950,7,20,248.0,St. Brieuc,Angers,Plain stage,Nello Lauredi,FRA
8,1950-07-21,1950,7,21,181.0,Angers,Niort,Plain stage,Fiorenzo Magni,ITA
9,1950-07-22,1950,7,22,206.0,Niort,Bordeaux,Plain stage,Alfredo Pasotti,ITA
10,1950-07-23,1950,7,23,202.0,Bordeaux,Pau,Plain stage,Marcel Dussault,FRA
11,1950-07-25,1950,7,25,230.0,Pau,St. Gaudens,Stage with mountain(s),Gino Bartali,ITA
12,1950-07-26,1950,7,26,233.0,Saint-Gaudens,Perpignan,Plain stage,Maurice Blomme,BEL
13,1950-07-27,1950,7,27,215.0,Perpignan,Nîmes,Plain stage,Marcel Molinès,FRA
14,1950-07-28,1950,7,28,222.0,Nîmes,Toulon,Plain stage,Custodio Dos Reis,FRA
15,1950-07-29,1950,7,29,205.5,Toulon,Menton,Stage with mountain(s),Jean Diederich,LUX
16,1950-07-30,1950,7,30,96.0,Menton,Nice,Stage with mountain(s),Ferdinand Kübler,SUI
17,1950-08-01,1950,8,1,229.0,Nice,Gap,Stage with mountain(s),Raphaël Géminiani,FRA
18,1950-08-02,1950,8,2,165.0,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA
19,1950-08-03,1950,8,3,291.0,Briançon,Saint-Étienne,Stage with mountain(s),Raphaël Géminiani,FRA
20,1950-08-05,1950,8,5,98.0,Saint-Étienne,Lyon,Mountain time trial,Ferdinand Kübler,SUI
21,1950-08-06,1950,8,6,233.0,Lyon,Dijon,Plain stage,Gino Sciardis,FRA
22,1950-08-07,1950,8,7,314.0,Dijon,Paris,Plain stage,Émile Baffert,FRA
1,1949-06-30,1949,6,30,182.0,Paris,Reims,Plain stage,Marcel Dussault,FRA
2,1949-07-01,1949,7,1,273.0,Reims,Brussels,Plain stage,Roger Lambrecht,BEL
3,1949-07-02,1949,7,2,211.0,Brussels,Boulogne-sur-Mer,Plain stage,Norbert Callens,BEL
4,1949-07-03,1949,7,3,185.0,Boulogne-sur-Mer,Rouen,Plain stage,Lucien Teisseire,FRA
5,1949-07-04,1949,7,4,293.0,Rouen,Saint-Malo,Plain stage,Ferdinand Kübler,SUI
6,1949-07-05,1949,7,5,305.0,Saint-Malo,Les Sables-d'Olonne,Plain stage,Adolphe Deledda,FRA
7,1949-07-07,1949,7,7,92.0,Les Sables-d'Olonne,La Rochelle,Individual time trial,Fausto Coppi,ITA
8,1949-07-08,1949,7,8,262.0,La Rochelle,Bordeaux,Plain stage,Guy Lapébie,FRA
9,1949-07-09,1949,7,9,228.0,Bordeaux,San Sebastián,Plain stage,Louis Caput,FRA
10,1949-07-10,1949,7,10,192.0,San Sebastián,Pau,Plain stage,Fiorenzo Magni,ITA
11,1949-07-12,1949,7,12,193.0,Pau,Luchon,Stage with mountain(s),Jean Robic,FRA
12,1949-07-13,1949,7,13,134.0,Luchon,Toulouse,Plain stage,Rik Van Steenbergen,BEL
13,1949-07-14,1949,7,14,289.0,Toulouse,Nîmes,Plain stage,Emile Idée,FRA
14,1949-07-15,1949,7,15,199.0,Nîmes,Marseille,Plain stage,Jean Goldschmidt,LUX
15,1949-07-16,1949,7,16,215.0,Marseille,Cannes,Plain stage,Désiré Keteleer,BEL
16,1949-07-18,1949,7,18,275.0,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
17,1949-07-19,1949,7,19,257.0,Briançon,Aosta,Stage with mountain(s),Fausto Coppi,ITA
18,1949-07-21,1949,7,21,265.0,Aosta,Lausanne,Stage with mountain(s),Vincenzo Rossello,ITA
19,1949-07-22,1949,7,22,283.0,Lausanne,Colmar,Stage with mountain(s),Raphaël Géminiani,FRA
20,1949-07-23,1949,7,23,137.0,Colmar,Nancy,Mountain time trial,Fausto Coppi,ITA
21,1949-07-24,1949,7,24,340.0,Nancy,Paris,Plain stage,Rik Van Steenbergen,BEL
1,1948-06-30,1948,6,30,237.0,Paris,Trouville,Plain stage,Gino Bartali,ITA
2,1948-07-01,1948,7,1,259.0,Trouville,Dinard,Plain stage,Vincenzo Rossello,ITA
3,1948-07-02,1948,7,2,251.0,Dinard,Nantes,Plain stage,Guy Lapébie,FRA
4,1948-07-03,1948,7,3,166.0,Nantes,La Rochelle,Plain stage,Jacques Pras,FRA
5,1948-07-04,1948,7,4,262.0,La Rochelle,Bordeaux,Plain stage,Raoul Remy,FRA
6,1948-07-05,1948,7,5,244.0,Bordeaux,Biarritz,Plain stage,Louison Bobet,FRA
7,1948-07-07,1948,7,7,219.0,Biarritz,Lourdes,Stage with mountain(s),Gino Bartali,ITA
8,1948-07-08,1948,7,8,261.0,Lourdes,Toulouse,Stage with mountain(s),Gino Bartali,ITA
9,1948-07-10,1948,7,10,246.0,Toulouse,Montpellier,Plain stage,Raymond Impanis,BEL
10,1948-07-11,1948,7,11,248.0,Montpellier,Marseille,Plain stage,Raymond Impanis,BEL
11,1948-07-12,1948,7,12,245.0,Marseille,Sanremo,Plain stage,Gino Sciardis,ITA
12,1948-07-13,1948,7,13,170.0,Sanremo,Cannes,Stage with mountain(s),Louison Bobet,FRA
13,1948-07-15,1948,7,15,274.0,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
14,1948-07-16,1948,7,16,263.0,Briançon,Aix-les-Bains,Stage with mountain(s),Gino Bartali,ITA
15,1948-07-18,1948,7,18,256.0,Aix-les-Bains,Lausanne,Stage with mountain(s),Gino Bartali,ITA
16,1948-07-19,1948,7,19,243.0,Lausanne,Mulhouse,Stage with mountain(s),Edward Van Dijck,BEL
17,1948-07-21,1948,7,21,120.0,Mulhouse,Strasbourg,Individual time trial,Roger Lambrecht,BEL
18,1948-07-22,1948,7,22,195.0,Strasbourg,Metz,Plain stage,Giovanni Corrieri,ITA
19,1948-07-23,1948,7,23,249.0,Metz,Liège,Plain stage,Gino Bartali,ITA
20,1948-07-24,1948,7,24,228.0,Liège,Roubaix,Plain stage,Bernard Gauthier,FRA
21,1948-07-25,1948,7,25,286.0,Roubaix,Paris,Plain stage,Giovanni Corrieri,ITA
1,1947-06-25,1947,6,25,236.0,Paris,Lille,Plain stage,Ferdinand Kübler,SUI
2,1947-06-26,1947,6,26,182.0,Lille,Brussels,Plain stage,René Vietto,FRA
3,1947-06-27,1947,6,27,314.0,Brussels,Luxembourg City,Plain stage,Aldo Ronconi,ITA
4,1947-06-28,1947,6,28,223.0,Luxembourg City,Strasbourg,Plain stage,Jean Robic,FRA
5,1947-06-29,1947,6,29,248.0,Strasbourg,Besançon,Plain stage,Ferdinand Kübler,SUI
6,1947-07-01,1947,7,1,249.0,Besançon,Lyon,Plain stage,Lucien Teisseire,FRA
7,1947-07-02,1947,7,2,172.0,Lyon,Grenoble,Stage with mountain(s),Jean Robic,FRA
8,1947-07-03,1947,7,3,185.0,Grenoble,Briançon,Stage with mountain(s),Fermo Camellini,ITA
9,1947-07-05,1947,7,5,217.0,Briançon,Digne,Stage with mountain(s),René Vietto,FRA
10,1947-07-06,1947,7,6,255.0,Digne,Nice,Stage with mountain(s),Fermo Camellini,ITA
11,1947-07-08,1947,7,8,230.0,Nice,Marseille,Plain stage,Édouard Fachleitner,FRA
12,1947-07-09,1947,7,9,165.0,Marseille,Montpellier,Plain stage,Henri Massal,FRA
13,1947-07-10,1947,7,10,172.0,Montpellier,Carcassonne,Plain stage,Lucien Teisseire,FRA
14,1947-07-11,1947,7,11,253.0,Carcassonne,Luchon,Stage with mountain(s),Albert Bourlon,FRA
15,1947-07-13,1947,7,13,195.0,Luchon,Pau,Stage with mountain(s),Jean Robic,FRA
16,1947-07-14,1947,7,14,195.0,Pau,Bordeaux,Plain stage,Giuseppe Tacca,ITA
17,1947-07-15,1947,7,15,272.0,Bordeaux,Les Sables-d'Olonne,Plain stage,Éloi Tassin,FRA
18,1947-07-16,1947,7,16,236.0,Les Sables-d'Olonne,Vannes,Plain stage,Pietro Tarchini,SUI
19,1947-07-18,1947,7,18,139.0,Vannes,Saint-Brieuc,Individual time trial,Raymond Impanis,BEL
20,1947-07-19,1947,7,19,235.0,Saint-Brieuc,Caen,Plain stage,Maurice Diot,FRA
21,1947-07-20,1947,7,20,257.0,Caen,Paris,Plain stage,Briek Schotte,BEL
